surface_m2,nb_chambres,quartier,annee_construction,garage,prix
145,5,Quartier Résidentiel,1997,1,525800
49,2,Banlieue Nord,1986,0,148300
91,3,Banlieue Nord,1970,1,304700
67,3,Zone Industrielle,1973,0,113800
48,1,Quartier Résidentiel,1985,1,207400
70,3,Banlieue Nord,1993,1,210400
87,3,Quartier Résidentiel,1965,1,296500
132,4,Zone Industrielle,2000,1,292100
228,9,Quartier Résidentiel,1977,0,1008100
37,1,Centre-Ville,1968,1,251800
158,6,Centre-Ville,1950,0,782900
119,4,Quartier Résidentiel,1998,1,548700
45,1,Zone Industrielle,2022,1,116800
132,5,Centre-Ville,1967,1,684500
169,7,Quartier Résidentiel,1958,1,524200
76,3,Quartier Résidentiel,2007,0,334400
179,6,Quartier Résidentiel,1996,1,674200
68,1,Banlieue Nord,2012,0,186400
53,2,Centre-Ville,1955,1,288300
51,1,Banlieue Sud,2014,0,146200
78,3,Banlieue Sud,1967,1,217200
116,5,Centre-Ville,2001,1,686300
86,3,Banlieue Nord,2002,1,305600
147,6,Banlieue Sud,2008,1,393500
164,6,Banlieue Nord,1960,0,456400
144,5,Zone Industrielle,2003,1,337600
53,2,Banlieue Sud,1962,1,143300
39,1,Banlieue Nord,1979,0,107000
113,5,Banlieue Nord,1960,0,307900
130,5,Banlieue Sud,1979,0,342900
251,9,Quartier Résidentiel,1991,0,913900
80,3,Centre-Ville,2009,1,417400
64,1,Zone Industrielle,1979,1,112300
65,2,Banlieue Nord,2015,0,249000
24,1,Quartier Résidentiel,1978,1,93300
102,5,Quartier Résidentiel,2007,1,438700
23,1,Zone Industrielle,1971,1,67600
76,3,Zone Industrielle,1983,0,152000
40,1,Banlieue Sud,2021,1,143600
121,5,Banlieue Sud,2017,0,366000
120,4,Centre-Ville,1992,1,676000
89,2,Banlieue Nord,2009,0,263400
56,2,Zone Industrielle,1981,1,130400
157,6,Quartier Résidentiel,1963,0,620600
39,1,Banlieue Nord,2016,1,148800
106,3,Quartier Résidentiel,2015,1,481100
85,2,Quartier Résidentiel,1996,0,344400
111,4,Zone Industrielle,1982,0,208200
54,2,Quartier Résidentiel,2003,0,231400
61,2,Banlieue Nord,2015,0,192800
129,5,Quartier Résidentiel,1959,1,427700
137,5,Centre-Ville,1971,1,616700
94,3,Quartier Résidentiel,1992,1,364600
159,6,Zone Industrielle,2024,1,344300
90,2,Banlieue Sud,2006,0,287200
156,6,Quartier Résidentiel,2014,0,697500
152,5,Banlieue Sud,2019,1,502500
,7,Banlieue Nord,2016,1,543400
101,4,Banlieue Nord,1986,0,302700
144,6,Quartier Résidentiel,1961,1,504100
37,2,Banlieue Nord,1953,1,118500
134,5,Centre-Ville,2002,1,827000
62,2,Banlieue Nord,1977,1,210100
91,3,Quartier Résidentiel,2018,1,369500
34,1,Banlieue Nord,1976,1,123400
65,3,Quartier Résidentiel,2010,1,291300
71,1,Banlieue Nord,1970,0,203600
120,4,Zone Industrielle,1967,0,240900
87,3,Banlieue Sud,2008,0,223900
103,3,Banlieue Nord,1956,1,312100
127,5,Centre-Ville,2014,0,670800
84,3,Banlieue Sud,2020,1,262100
79,2,Quartier Résidentiel,1972,1,288100
148,6,Quartier Résidentiel,1972,1,626000
117,5,Quartier Résidentiel,1992,0,439200
81,3,Quartier Résidentiel,1985,0,290700
151,5,Quartier Résidentiel,2023,0,606700
26,1,Quartier Résidentiel,1971,0,78600
54,1,Centre-Ville,1951,1,274400
150,5,Centre-Ville,1985,0,851800
153,6,Zone Industrielle,1983,0,235600
31,1,Banlieue Sud,1979,0,76600
157,5,Banlieue Nord,1966,1,602000
122,4,Centre-Ville,1996,1,601300
59,1,Zone Industrielle,2019,1,155700
80,3,Banlieue Nord,2020,1,251600
219,8,Centre-Ville,1976,1,994600
88,4,Centre-Ville,1956,1,477100
142,5,Banlieue Sud,2004,0,436500
42,1,Banlieue Nord,1984,0,138900
84,3,Banlieue Sud,1957,1,224900
109,4,Banlieue Nord,1974,0,289300
66,2,Quartier Résidentiel,2007,0,262000
56,2,Banlieue Sud,1954,1,156900
90,3,Quartier Résidentiel,1996,1,346100
81,3,Banlieue Nord,2022,0,293000
134,5,Banlieue Sud,1971,1,371200
73,2,Banlieue Nord,2019,1,205000
45,1,Centre-Ville,2011,0,2670000
92,4,Banlieue Sud,1959,0,266800
141,5,Banlieue Nord,2000,1,423800
72,3,Quartier Résidentiel,2002,1,269500
164,6,Banlieue Sud,2023,1,425600
52,1,Banlieue Sud,1951,1,137500
50,2,Centre-Ville,1988,0,228900
217,8,Banlieue Sud,2010,0,610400
42,1,Centre-Ville,1975,0,178600
81,3,Centre-Ville,2007,1,558600
51,1,Banlieue Nord,2019,1,200700
48,2,Banlieue Nord,1984,0,150900
73,3,Banlieue Nord,1982,1,208100
96,3,Zone Industrielle,1969,1,186000
262,10,Quartier Résidentiel,1995,1,949600
100,4,Banlieue Sud,1981,0,240400
146,5,Banlieue Nord,2011,0,488000
103,4,Quartier Résidentiel,1990,1,415600
81,4,Banlieue Nord,1967,1,280300
157,5,Quartier Résidentiel,2000,1,587900
64,3,Banlieue Nord,2012,1,180700
238,9,Zone Industrielle,1959,0,352600
76,3,Quartier Résidentiel,2009,0,282300
122,4,Centre-Ville,1977,1,640000
54,2,Banlieue Nord,1982,0,138300
88,3,Banlieue Sud,1973,1,282100
56,2,Zone Industrielle,2004,1,130300
56,1,Quartier Résidentiel,1970,1,254100
85,3,Centre-Ville,2008,1,562000
337,10,Quartier Résidentiel,1961,0,1357400
79,3,Centre-Ville,1952,1,450300
123,5,Banlieue Nord,2015,1,438600
90,3,Centre-Ville,1987,0,484900
102,3,Banlieue Nord,2015,1,320500
114,4,Banlieue Nord,1967,0,301400
110,4,Banlieue Nord,1995,1,385800
85,2,Banlieue Nord,1977,1,285600
96,3,Quartier Résidentiel,2024,1,471900
223,9,Quartier Résidentiel,1985,1,843000
53,1,Banlieue Nord,1955,1,155900
,1,Quartier Résidentiel,1985,1,146500
65,3,Centre-Ville,2015,0,418900
114,5,Zone Industrielle,1953,1,236800
226,9,Quartier Résidentiel,1973,1,710300
57,2,Quartier Résidentiel,2013,0,182800
189,8,Quartier Résidentiel,1973,0,762900
58,2,Banlieue Sud,2006,1,190200
52,1,Banlieue Sud,2021,1,165100
111,4,Zone Industrielle,1973,1,192000
195,7,Banlieue Sud,1977,0,409600
47,2,Quartier Résidentiel,1989,1,244100
28,1,Quartier Résidentiel,1957,0,99900
86,4,Banlieue Sud,1951,1,251400
30,1,Quartier Résidentiel,1950,0,98400
71,2,Banlieue Sud,2019,1,222000
68,3,Banlieue Sud,2008,1,195800
90,2,Quartier Résidentiel,1983,0,335000
51,2,Quartier Résidentiel,2003,1,242000
247,10,Banlieue Sud,2015,0,672500
84,3,Banlieue Sud,1995,1,258600
122,4,Centre-Ville,2011,1,851200
43,1,Quartier Résidentiel,2015,1,174400
60,2,Quartier Résidentiel,1974,1,255700
134,4,Banlieue Sud,2020,1,447700
44,2,Zone Industrielle,1981,1,86600
217,8,Banlieue Nord,1981,1,668500
73,3,Zone Industrielle,2010,0,168500
69,2,Banlieue Nord,2023,0,240800
168,6,Zone Industrielle,1976,0,384100
56,1,Banlieue Nord,2011,1,173700
91,4,Banlieue Sud,2014,0,256300
74,2,Zone Industrielle,1990,1,188300
79,2,Centre-Ville,2003,0,455300
170,7,Centre-Ville,1954,1,752800
86,3,Banlieue Sud,1984,0,246800
28,1,Banlieue Sud,1954,0,75200
113,4,Banlieue Nord,1968,1,327000
54,1,Centre-Ville,2021,0,297600
77,2,Banlieue Sud,2002,1,279000
103,4,Centre-Ville,1991,0,553200
,2,Banlieue Sud,2020,1,245000
135,4,Zone Industrielle,1978,1,315900
25,1,Centre-Ville,1953,0,112400
171,6,Quartier Résidentiel,1980,1,601400
69,2,Quartier Résidentiel,2002,0,247600
67,2,Quartier Résidentiel,1966,0,223800
129,5,Quartier Résidentiel,1957,1,432100
235,9,Zone Industrielle,2003,0,500800
178,6,Banlieue Sud,1975,1,495400
101,4,Quartier Résidentiel,1952,1,316900
65,2,Centre-Ville,1977,0,403600
49,1,Banlieue Sud,1993,0,138500
443,10,Quartier Résidentiel,1959,1,1773800
94,3,Quartier Résidentiel,2021,1,397100
52,2,Quartier Résidentiel,1972,1,239400
134,5,Centre-Ville,1989,1,761600
50,2,Zone Industrielle,1956,1,106300
41,2,Quartier Résidentiel,1990,0,171000
84,3,Banlieue Sud,1979,0,226200
63,1,Banlieue Sud,1967,0,155800
71,2,Quartier Résidentiel,1966,0,276800
158,6,Banlieue Sud,1975,0,408900
173,7,Banlieue Sud,2000,1,482200
66,3,Banlieue Nord,1977,1,204100
64,1,Banlieue Sud,2024,0,162200
156,6,Quartier Résidentiel,1956,1,596500
92,2,Banlieue Sud,2013,1,287100
74,3,Banlieue Sud,1984,1,175600
83,4,Banlieue Sud,1990,1,211600
70,2,Quartier Résidentiel,1960,1,287700
105,3,Banlieue Nord,2003,1,353000
31,1,Quartier Résidentiel,1960,1,109700
26,1,Quartier Résidentiel,1993,1,117000
,9,Banlieue Sud,1980,1,788000
47,1,Banlieue Sud,1998,1,138100
57,1,Banlieue Nord,1959,1,157100
145,5,Centre-Ville,1979,1,794100
91,3,Banlieue Nord,1999,0,277600
141,5,Banlieue Sud,2017,0,416000
131,5,Quartier Résidentiel,2010,0,466900
129,5,Banlieue Sud,1983,1,350800
,2,Quartier Résidentiel,2004,0,299100
237,8,Banlieue Sud,2023,1,706100
153,6,Banlieue Sud,1992,0,366800
139,5,Quartier Résidentiel,1961,0,513100
58,2,Banlieue Nord,2024,0,206400
78,3,Zone Industrielle,1982,1,175400
174,6,Banlieue Nord,1979,1,521500
76,3,Quartier Résidentiel,1971,1,294100
193,7,Centre-Ville,1989,1,1133000
163,6,Quartier Résidentiel,1982,0,532800
60,2,Banlieue Nord,1959,1,178100
107,4,Banlieue Sud,2022,1,363400
32,1,Quartier Résidentiel,1975,1,116700
81,3,Centre-Ville,1977,0,410400
115,5,Quartier Résidentiel,2023,1,491400
112,4,Quartier Résidentiel,1964,1,355600
134,5,Banlieue Sud,1982,1,378500
53,2,Quartier Résidentiel,1999,1,196100
170,7,Quartier Résidentiel,2023,0,791700
108,5,Centre-Ville,2013,0,589200
95,2,Quartier Résidentiel,1972,1,299900
68,2,Banlieue Nord,1973,1,219800
198,8,Banlieue Nord,2006,1,662300
58,2,Banlieue Sud,1956,1,151400
122,4,Zone Industrielle,1991,1,219600
101,4,Centre-Ville,1958,1,423300
50,2,Banlieue Nord,1977,1,184400
140,5,Banlieue Sud,1963,0,304000
89,4,Quartier Résidentiel,2013,1,413400
67,2,Banlieue Sud,1974,1,167900
101,4,Banlieue Sud,1958,0,289900
106,3,Banlieue Nord,2011,1,359400
142,4,Quartier Résidentiel,1966,0,495500
138,5,Banlieue Nord,1984,1,505500
131,4,Banlieue Nord,1952,1,334600
46,2,Banlieue Sud,1957,1,145700
198,7,Banlieue Sud,2013,0,515300
139,5,Banlieue Sud,2003,0,346300
95,4,Banlieue Nord,2012,0,237900
86,2,Banlieue Sud,2015,0,173300
23,1,Banlieue Sud,2006,1,76200
25,1,Quartier Résidentiel,1975,1,119600
90,3,Quartier Résidentiel,1974,1,318500
50,1,Centre-Ville,1986,1,291100
43,1,Zone Industrielle,1963,1,91500
39,2,Centre-Ville,1991,1,245300
39,1,Quartier Résidentiel,1964,1,157000
86,4,Banlieue Nord,1972,1,246900
103,4,Banlieue Sud,1952,0,235600
143,6,Banlieue Sud,2000,0,426400
164,6,Quartier Résidentiel,1974,1,532100
40,2,Zone Industrielle,1977,0,94300
44,2,Quartier Résidentiel,1986,0,152900
74,3,Banlieue Sud,2002,1,232900
50,1,Banlieue Sud,2010,0,140100
271,10,Zone Industrielle,2008,0,587200
143,6,Centre-Ville,1956,1,677600
173,6,Banlieue Sud,1954,1,443900
46,2,Centre-Ville,2010,0,278400
33,1,Quartier Résidentiel,1967,1,129700
80,3,Banlieue Nord,2014,1,232400
144,6,Zone Industrielle,2013,0,355600
145,5,Banlieue Nord,1986,1,468400
114,4,Banlieue Sud,2010,0,273700
194,6,Quartier Résidentiel,1993,0,816900
48,2,Banlieue Sud,1952,1,142500
115,4,Banlieue Nord,2007,1,399800
177,7,Banlieue Nord,1964,0,441000
109,4,Centre-Ville,1952,0,528000
39,1,Banlieue Nord,1976,1,133200
219,8,Centre-Ville,2001,0,1207800
29,1,Zone Industrielle,2006,1,73900
132,5,Banlieue Sud,1993,0,366900
60,1,Quartier Résidentiel,2017,1,274400
42,1,Quartier Résidentiel,1958,1,156300
40,2,Centre-Ville,2018,1,231700
24,1,Centre-Ville,1952,0,115900
106,3,Zone Industrielle,1975,1,203100
59,1,Quartier Résidentiel,2006,0,237900
39,2,Banlieue Sud,2000,1,106400
71,2,Quartier Résidentiel,2008,1,259300
104,4,Banlieue Sud,1964,0,282000
81,2,Quartier Résidentiel,1977,1,335800
228,9,Quartier Résidentiel,1974,1,1076500
130,5,Banlieue Sud,1973,1,368500
64,3,Banlieue Sud,1975,1,188200
119,4,Banlieue Sud,2018,1,378700
26,1,Quartier Résidentiel,2012,1,108700
123,4,Centre-Ville,1986,1,636700
188,7,Quartier Résidentiel,1962,1,592500
58,2,Centre-Ville,1954,1,299200
,2,Quartier Résidentiel,1959,0,171000
65,2,Banlieue Sud,1972,1,218700
46,1,Banlieue Sud,1992,1,137800
46,1,Banlieue Sud,1974,1,138900
57,2,Banlieue Sud,2003,1,182600
48,1,Centre-Ville,1959,0,240000
37,1,Banlieue Sud,2016,0,79400
207,8,Quartier Résidentiel,2017,0,816700
53,2,Banlieue Sud,1978,0,136000
76,2,Banlieue Sud,2004,1,257600
,6,Centre-Ville,1964,1,673400
22,1,Banlieue Sud,2004,1,79400
126,4,Banlieue Sud,2024,0,390000
127,4,Quartier Résidentiel,2010,1,533700
31,1,Banlieue Sud,2017,0,76400
95,3,Centre-Ville,1975,1,531300
83,2,Centre-Ville,1963,1,617100
146,5,Centre-Ville,1983,1,892900
149,6,Banlieue Sud,1951,0,384300
281,10,Banlieue Nord,1973,1,763200
88,3,Centre-Ville,1997,1,559800
115,4,Banlieue Nord,2013,1,397200
145,5,Quartier Résidentiel,2013,0,590000
,1,Zone Industrielle,2001,0,142200
46,1,Banlieue Nord,1953,0,120800
52,1,Centre-Ville,1994,1,335400
96,3,Zone Industrielle,2010,0,160200
103,3,Quartier Résidentiel,1956,0,347200
62,1,Quartier Résidentiel,1987,1,211800
149,5,Banlieue Nord,1990,1,450000
128,5,Banlieue Sud,1951,1,345800
167,7,Banlieue Sud,2007,0,481900
52,2,Banlieue Sud,2009,1,156000
160,6,Banlieue Nord,1959,1,550000
102,3,Banlieue Sud,1986,1,324000
43,1,Quartier Résidentiel,1983,0,132100
56,2,Banlieue Sud,1990,0,132100
116,4,Quartier Résidentiel,1956,0,456300
39,2,Banlieue Sud,1969,1,123500
49,2,Banlieue Sud,2004,1,139600
197,7,Quartier Résidentiel,1963,0,655400
113,6,Centre-Ville,2004,1,743800
78,3,Quartier Résidentiel,1978,0,296900
67,2,Quartier Résidentiel,1995,1,253600
142,5,Centre-Ville,2020,1,852500
45,1,Banlieue Nord,2001,1,155400
50,2,Banlieue Sud,2011,1,190800
115,4,Quartier Résidentiel,1968,1,419500
97,3,Banlieue Sud,1990,0,191800
67,3,Zone Industrielle,2019,1,194600
135,5,Banlieue Sud,2002,0,400100
129,5,Quartier Résidentiel,2018,1,533600
157,5,Banlieue Sud,1976,1,410100
90,4,Quartier Résidentiel,2004,1,403700
122,4,Zone Industrielle,1981,1,259500
38,1,Banlieue Nord,2007,0,110500
29,1,Zone Industrielle,1994,1,87500
82,3,Banlieue Nord,2010,1,288200
67,2,Banlieue Nord,1972,1,188200
108,4,Quartier Résidentiel,1969,1,454300
120,4,Zone Industrielle,1955,1,246300
95,3,Banlieue Nord,1993,1,377200
113,4,Centre-Ville,1988,0,568500
67,3,Banlieue Sud,1951,1,205300
83,3,Banlieue Sud,1988,0,227500
83,3,Zone Industrielle,2019,0,188400
91,3,Banlieue Sud,2008,0,245700
87,4,Banlieue Sud,1963,1,245600
108,4,Banlieue Sud,1991,0,319500
91,3,Quartier Résidentiel,1967,0,389200
234,9,Centre-Ville,1990,0,1344400
48,1,Banlieue Sud,1988,0,126400
151,5,Banlieue Nord,1964,1,437100
95,3,Centre-Ville,1997,0,530700
77,3,Banlieue Nord,1963,0,213600
46,1,Centre-Ville,1978,1,305500
45,2,Centre-Ville,1964,1,204800
37,1,Banlieue Nord,1988,0,120000
55,1,Banlieue Nord,1955,1,155900
151,5,Zone Industrielle,2008,1,339900
78,3,Centre-Ville,2010,0,485400
64,1,Zone Industrielle,2014,1,163600
39,1,Banlieue Sud,1992,1,133700
57,2,Quartier Résidentiel,2008,0,224500
43,1,Centre-Ville,1991,1,243100
91,3,Banlieue Nord,2006,0,213000
84,3,Quartier Résidentiel,1950,1,336000
33,1,Banlieue Sud,1955,1,115100
45,1,Banlieue Sud,1962,1,145700
226,8,Centre-Ville,2020,1,1371500
63,2,Quartier Résidentiel,1999,1,224400
184,6,Banlieue Sud,1973,1,548800
47,1,Quartier Résidentiel,1973,1,184300
80,2,Banlieue Nord,1972,0,242700
48,1,Banlieue Sud,2012,1,145600
91,4,Centre-Ville,1951,1,432300
63,3,Banlieue Sud,1957,1,187400
212,8,Banlieue Sud,1991,1,615000
101,4,Banlieue Nord,1982,1,332500
152,6,Banlieue Sud,1955,1,356600
151,6,Banlieue Nord,1972,1,513200
94,3,Banlieue Sud,1950,0,240400
98,4,Banlieue Nord,1984,1,351700
124,4,Banlieue Sud,1965,0,348800
31,1,Banlieue Nord,2003,0,98800
234,9,Quartier Résidentiel,2013,1,1088100
,2,Banlieue Nord,2007,1,143300
153,5,Centre-Ville,1959,0,762800
106,4,Banlieue Sud,1965,0,304000
69,2,Banlieue Nord,2001,1,216800
104,4,Quartier Résidentiel,2001,1,397500
48,1,Centre-Ville,2021,0,285800
128,4,Zone Industrielle,1971,0,227600
169,6,Centre-Ville,1975,1,799800
110,4,Quartier Résidentiel,1955,1,442100
54,3,Banlieue Sud,1976,1,155000
164,6,Banlieue Nord,1970,0,489300
157,6,Zone Industrielle,2022,1,389300
50,1,Banlieue Sud,1988,0,154600
58,2,Quartier Résidentiel,2014,1,259900
50,1,Quartier Résidentiel,2012,1,210100
66,3,Banlieue Sud,2021,1,210600
75,2,Quartier Résidentiel,2022,0,339200
166,6,Banlieue Sud,1977,0,502700
259,10,Banlieue Nord,1985,1,805100
66,2,Centre-Ville,2007,1,429400
61,2,Zone Industrielle,1963,1,147500
,1,Banlieue Sud,2019,1,139000
46,2,Zone Industrielle,1988,1,122100
80,3,Quartier Résidentiel,1968,0,345400
53,1,Zone Industrielle,1972,1,111200
53,2,Banlieue Nord,1995,0,148500
218,8,Centre-Ville,1955,0,1053400
25,1,Quartier Résidentiel,2018,0,110500
135,5,Banlieue Sud,1987,1,437700
106,3,Banlieue Nord,1953,0,323000
71,2,Zone Industrielle,2024,1,150500
53,2,Banlieue Sud,1966,0,144500
178,7,Banlieue Nord,2022,1,520700
111,4,Banlieue Sud,1981,1,314900
105,3,Banlieue Sud,1971,1,266100
66,2,Quartier Résidentiel,1998,1,328400
76,2,Centre-Ville,2023,0,494200
100,4,Centre-Ville,1972,0,472400
97,3,Banlieue Sud,1985,1,272600
35,1,Quartier Résidentiel,1977,1,160200
114,6,Centre-Ville,2021,0,619100
41,1,Banlieue Nord,1969,0,125800
267,10,Banlieue Nord,1997,1,686300
69,2,Zone Industrielle,2023,0,140600
125,4,Quartier Résidentiel,2017,1,552900
123,5,Zone Industrielle,2000,0,265100
72,2,Banlieue Nord,1980,1,246300
122,4,Centre-Ville,1953,1,641200
,2,Centre-Ville,2012,1,435200
54,2,Banlieue Sud,2023,0,169700
139,5,Quartier Résidentiel,2006,1,605400
48,2,Centre-Ville,1970,1,246600
49,1,Banlieue Sud,2014,1,156600
91,2,Centre-Ville,2022,0,528100
54,1,Quartier Résidentiel,2004,0,240200
39,2,Zone Industrielle,2022,0,61700
66,1,Centre-Ville,1994,0,398300
75,4,Quartier Résidentiel,2008,1,351100
82,3,Banlieue Sud,1972,1,180600
28,1,Centre-Ville,1967,0,124600
68,2,Banlieue Sud,1963,1,165500
96,3,Banlieue Sud,2002,1,246500
128,4,Banlieue Sud,2023,1,353600
314,10,Centre-Ville,1984,1,1824300
137,5,Quartier Résidentiel,1974,1,539700
76,2,Centre-Ville,2020,0,348400
203,8,Quartier Résidentiel,1960,1,760800
196,7,Banlieue Nord,1998,1,695800
39,1,Quartier Résidentiel,1957,1,133300
56,2,Quartier Résidentiel,1951,0,203800
30,1,Quartier Résidentiel,2000,1,125600
52,2,Banlieue Nord,1966,1,159900
40,2,Quartier Résidentiel,2007,1,192000
58,2,Quartier Résidentiel,2018,1,285800
65,3,Centre-Ville,1977,1,342200
38,1,Zone Industrielle,1950,0,76800
138,4,Quartier Résidentiel,1994,1,595000
169,6,Banlieue Nord,2014,0,568600
216,8,Centre-Ville,2003,1,1356100
29,1,Zone Industrielle,1965,0,52500
61,2,Quartier Résidentiel,1988,1,279800
21,1,Zone Industrielle,1960,0,41400
141,5,Banlieue Sud,1958,0,380000
88,3,Banlieue Sud,2022,1,289700
77,2,Quartier Résidentiel,1963,1,244500
93,3,Banlieue Nord,1989,0,280700
124,4,Quartier Résidentiel,1965,1,490800
112,4,Centre-Ville,1973,0,577200
76,3,Banlieue Nord,1999,1,292700
66,2,Quartier Résidentiel,1957,1,266100
57,1,Banlieue Nord,1971,0,163600
88,2,Quartier Résidentiel,1985,0,320800
64,1,Banlieue Sud,2004,1,175500
101,4,Quartier Résidentiel,1996,1,456700
142,5,Quartier Résidentiel,2010,0,505600
119,4,Quartier Résidentiel,1952,0,375500
158,6,Banlieue Sud,2017,0,462300
140,5,Centre-Ville,1998,1,784300
44,2,Quartier Résidentiel,2010,1,193400
35,1,Banlieue Nord,2017,1,121100
201,7,Zone Industrielle,1999,0,425600
71,2,Banlieue Sud,2016,1,257100
38,2,Quartier Résidentiel,2010,1,177500
104,4,Banlieue Nord,1993,0,350000
143,6,Zone Industrielle,2012,0,329400
97,3,Banlieue Sud,1954,1,238900
98,4,Zone Industrielle,1990,0,221300
89,3,Zone Industrielle,1971,0,166900
47,1,Quartier Résidentiel,1981,1,172900
82,3,Banlieue Sud,1971,1,256500
59,1,Centre-Ville,1990,1,361800
57,2,Banlieue Sud,2001,1,166700
85,3,Banlieue Nord,2017,0,279000
115,5,Banlieue Nord,1967,1,397100
124,4,Quartier Résidentiel,1961,1,433300
136,4,Banlieue Nord,1965,1,395600
73,3,Banlieue Sud,2003,0,266600
90,3,Banlieue Sud,1989,1,269800
42,1,Quartier Résidentiel,1977,1,165000
91,3,Banlieue Nord,2004,1,290700
44,1,Banlieue Sud,1971,1,128200
94,4,Centre-Ville,1983,0,456000
60,2,Quartier Résidentiel,1981,1,305300
201,8,Quartier Résidentiel,1987,1,885400
59,2,Banlieue Nord,1985,1,188200
46,2,Zone Industrielle,2012,1,105900
92,2,Quartier Résidentiel,1972,0,311600
126,4,Quartier Résidentiel,2012,0,502600
162,6,Zone Industrielle,1995,0,349200
148,4,Quartier Résidentiel,2018,1,585800
153,7,Banlieue Sud,1991,1,459800
34,1,Quartier Résidentiel,1995,0,113200
,4,Banlieue Nord,1958,1,344400
74,2,Quartier Résidentiel,1954,0,217100
108,4,Banlieue Nord,1985,1,313700
140,5,Banlieue Sud,1961,1,368600
25,1,Banlieue Nord,2020,1,102900
63,2,Quartier Résidentiel,1965,1,252700
92,4,Banlieue Sud,1979,1,264600
36,1,Centre-Ville,1984,1,202100
94,4,Quartier Résidentiel,2000,1,354600
51,1,Banlieue Nord,1972,1,178500
118,4,Banlieue Nord,2007,0,413700
150,6,Quartier Résidentiel,2005,1,730900
317,10,Quartier Résidentiel,1994,1,1252200
47,2,Centre-Ville,2007,1,297200
187,7,Quartier Résidentiel,1979,1,744100
49,1,Centre-Ville,1978,0,267600
92,4,Quartier Résidentiel,2024,1,390200
23,1,Banlieue Sud,1978,0,60200
160,6,Banlieue Nord,1996,1,466800
62,2,Quartier Résidentiel,1963,1,214900
30,1,Banlieue Sud,1962,0,71100
89,3,Quartier Résidentiel,2024,0,341600
95,3,Centre-Ville,1983,1,459100
64,1,Banlieue Nord,1997,1,193200
123,4,Banlieue Nord,1994,1,443600
128,5,Banlieue Nord,1960,0,375300
79,2,Banlieue Nord,1961,1,221100
80,2,Banlieue Nord,1994,1,241600
